constituency,region,country,id,Conservative,Labour,UKIP,LibDem,SNP,Green,DUP,PC,SF,UUP,SDLP,Ind,Alliance,Other,last_winner,last_winner_pct,majority_pct
Colne Valley,Yorkshire and The Humber,England,E14000645,44.4471831,34.97887324,10.09507042,5.998239437,0,3.378521127,0,0,0,0,0,0,0,1.102112676,Conservative,44.4471831,9.468309859
Congleton,North West,England,E14000646,53.28782172,20.38410232,13.57893911,9.068973635,0,3.680163214,0,0,0,0,0,0,0,0,Conservative,53.28782172,32.9037194
Copeland,North West,England,E14000647,35.79521082,42.26489364,15.51310843,3.451843254,0,2.974943857,0,0,0,0,0,0,0,0,Labour,42.26489364,6.469682824
Corby,East Midlands,England,E14000648,42.76533628,38.47153487,13.72165059,2.595506818,0,2.445971446,0,0,0,0,0,0,0,0,Conservative,42.76533628,4.293801403
Cornwall North,South West,England,E14000837,44.95595398,5.432687325,12.68732511,31.23225205,0,4.276090787,0,0,0,0,0,0,0,1.415690745,Conservative,44.95595398,13.72370194
Cornwall South East,South West,England,E14000938,50.52873381,9.291457087,15.24416809,16.8739356,0,5.382391382,0,0,0,0,0,0.693096756,0,1.986217276,Conservative,50.52873381,33.65479821
"Cotswolds, The",South West,England,E14000991,56.54966735,9.247004429,10.91993577,18.64930206,0,4.634090388,0,0,0,0,0,0,0,0,Conservative,56.54966735,37.90036529
Coventry North East,West Midlands,England,E14000649,23.08967346,52.15363122,14.86585684,4.752433047,0,2.948071322,0,0,0,0,0,0,0,2.190334115,Labour,52.15363122,29.06395776
Coventry North West,West Midlands,England,E14000650,31.04804845,41.01357026,15.69420501,4.000353622,0,4.334084781,0,0,0,0,0,0,0,3.909737877,Labour,41.01357026,9.965521814
Coventry South,West Midlands,England,E14000651,34.97562873,42.27099018,13.06437218,4.071031374,0,3.933728461,0,0,0,0,0,0,0,1.684249067,Labour,42.27099018,7.29536145
Crawley,South East,England,E14000652,47.02162719,33.57981462,14.37487127,2.757981462,0,2.265705458,0,0,0,0,0,0,0,0,Conservative,47.02162719,13.44181256
Crewe & Nantwich,North West,England,E14000653,44.98356582,37.72847523,14.5342312,2.753727754,0,0,0,0,0,0,0,0,0,0,Conservative,44.98356582,7.255090588
Croydon Central,London,England,E14000654,42.97803215,42.66636444,9.085585841,2.176007253,0,2.746453599,0,0,0,0,0,0,0,0.347556714,Conservative,42.97803215,0.311667706
Croydon North,London,England,E14000655,22.69907702,62.61537312,5.416464258,3.585441501,0,4.699002279,0,0,0,0,0,0.26344307,0,0.721198759,Labour,62.61537312,39.9162961
Croydon South,London,England,E14000656,54.49126698,24.79207097,10.51427779,5.974494039,0,3.732326033,0,0,0,0,0,0,0,0.495564181,Conservative,54.49126698,29.69919601
"Cumbernauld, Kilsyth & Kirkintilloch East",Scotland,Scotland,S14000012,7.879389251,30.01093516,0,2.22550727,59.88416832,0,0,0,0,0,0,0,0,0,SNP,59.88416832,29.87323316
Cynon Valley,Wales,Wales,W07000070,12.06353374,47.68968233,16.32974534,2.723812024,0,2.622079286,0,16.82200053,0,0,0,0,0,1.749146758,Labour,47.68968233,30.86768181
Dagenham & Rainham,London,England,E14000657,24.37166086,41.41695703,29.84901278,1.665505226,0,1.87224158,0,0,0,0,0,0,0,0.824622532,Labour,41.41695703,11.56794425
Darlington,North East,England,E14000658,35.19360249,42.86964342,13.10614715,4.778687927,0,3.509880654,0,0,0,0,0,0,0,0.542038356,Labour,42.86964342,7.676040932
Dartford,South East,England,E14000659,48.97172727,25.42065703,19.90537602,2.773856309,0,2.525849899,0,0,0,0,0,0,0,0.402533481,Conservative,48.97172727,23.55107024
Daventry,East Midlands,England,E14000660,58.17053201,18.07189916,15.79648882,4.478464526,0,3.482615484,0,0,0,0,0,0,0,0,Conservative,58.17053201,40.09863285
Delyn,Wales,Wales,W07000042,32.72285554,40.54515845,16.41882692,3.684224578,0,1.815415009,0,4.813519502,0,0,0,0,0,0,Labour,40.54515845,7.822302907
Denton & Reddish,North West,England,E14000661,23.65502443,50.82857217,18.67842093,2.474082883,0,3.789974406,0,0,0,0,0,0.573925183,0,0,Labour,50.82857217,27.17354774
Derby North,East Midlands,England,E14000662,36.65660968,36.56497933,14.59827914,8.564085373,0,3.616046486,0,0,0,0,0,0,0,0,Conservative,36.65660968,0.09163035
Derby South,East Midlands,England,E14000663,27.38608525,49.01273885,15.53405194,4.206271436,0,2.95933366,0,0,0,0,0,0,0,0.901518863,Labour,49.01273885,21.6266536
Derbyshire Dales,East Midlands,England,E14000664,52.37431642,22.72122633,11.62982201,8.371867148,0,4.588163257,0,0,0,0,0,0,0,0.314604844,Conservative,52.37431642,29.6530901
Derbyshire Mid,East Midlands,England,E14000814,52.18630183,25.42269899,13.61226927,4.802111924,0,3.976617989,0,0,0,0,0,0,0,0,Conservative,52.18630183,26.76360284
Derbyshire North East,East Midlands,England,E14000843,36.71685993,40.64403103,15.91515809,4.179527822,0,2.208642696,0,0,0,0,0,0.335780429,0,0,Labour,40.64403103,3.927171102
Derbyshire South,East Midlands,England,E14000935,49.37945707,26.78184469,17.72585793,3.717347622,0,2.395492691,0,0,0,0,0,0,0,0,Conservative,49.37945707,22.59761239
Devizes,South West,England,E14000665,57.73782802,12.97800269,15.39403338,8.068399788,0,5.821736114,0,0,0,0,0,0,0,0,Conservative,57.73782802,42.34379464
Devon Central,South West,England,E14000623,52.22597708,12.82875404,13.17036438,12.2006318,0,8.936967382,0,0,0,0,0,0.637305319,0,0,Conservative,52.22597708,39.05561269
Devon East,South West,England,E14000678,46.42250123,10.21803096,12.55551291,6.789480417,0,0,0,0,0,0,0,24.01447448,0,0,Conservative,46.42250123,22.40802676
Devon North,South West,England,E14000838,42.70068807,7.069954128,14.75344037,29.44380734,0,5.768348624,0,0,0,0,0,0,0,0.263761468,Conservative,42.70068807,13.25688073
Devon South West,South West,England,E14000950,56.57905185,16.658064,14.50408957,7.478360994,0,4.780433574,0,0,0,0,0,0,0,0,Conservative,56.57905185,39.92098785
Devon West & Torridge,South West,England,E14001000,50.85183091,10.63021349,18.32850276,13.22458646,0,6.964866393,0,0,0,0,0,0,0,0,Conservative,50.85183091,32.52332815
Dewsbury,Yorkshire and The Humber,England,E14000666,39.07327988,41.77885512,12.39791162,3.587544285,0,2.547081857,0,0,0,0,0,0,0,0.615327242,Labour,41.77885512,2.705575238
Don Valley,Yorkshire and The Humber,England,E14000667,25.26950054,46.18227181,23.45007767,3.499976463,0,0,0,0,0,0,0,0,0,1.598173516,Labour,46.18227181,20.91277127
Doncaster Central,Yorkshire and The Humber,England,E14000668,20.74715487,49.08461158,24.11429985,4.247897081,0,0,0,0,0,0,0,0,0,1.806036616,Labour,49.08461158,24.97031173
Doncaster North,Yorkshire and The Humber,England,E14000669,18.315992,52.42398927,22.60195944,2.544239386,0,1.91640718,0,0,0,0,0,0,0,2.197412724,Labour,52.42398927,29.82202982
Dorset Mid & Poole North,South West,England,E14000815,50.83765242,5.950665606,12.17875653,28.19200413,0,2.84092131,0,0,0,0,0,0,0,0,Conservative,50.83765242,22.64564829
Dorset North,South West,England,E14000839,56.62077363,8.963191908,17.06284537,11.662452,0,5.690737098,0,0,0,0,0,0,0,0,Conservative,56.62077363,39.55792826
Dorset South,South West,England,E14000936,48.88367595,24.20314011,15.02973435,5.96950429,0,4.681358932,0,0,0,0,0,0.895116983,0,0.337469391,Conservative,48.88367595,24.68053584
Dorset West,South West,England,E14001031,50.17712282,9.977328279,12.49601474,21.60721244,0,5.742321726,0,0,0,0,0,0,0,0,Conservative,50.17712282,28.56991038
Dover,South East,England,E14000670,43.28010513,30.74824785,20.26322077,3.1299777,0,2.57844855,0,0,0,0,0,0,0,0,Conservative,43.28010513,12.53185728
Down North,Northern Ireland,Northern Ireland,N06000013,4.431524188,0,4.122736251,0,0,5.446907948,23.60975881,0,0.759451415,0,0.987565026,49.20855704,8.584861045,2.848638273,Ind,49.20855704,25.59879823
Down South,Northern Ireland,Northern Ireland,N06000015,0.744783006,0,7.129306509,0,0,0,8.164508045,0,28.54064688,9.284024639,42.33786917,0,3.798861747,0,SDLP,42.33786917,13.79722229
Dudley North,West Midlands,England,E14000671,30.80648558,41.81143399,23.98662876,1.258159613,0,1.360812803,0,0,0,0,0,0,0,0.776479259,Labour,41.81143399,11.00494841
Dudley South,West Midlands,England,E14000672,43.76602984,32.59094478,18.93745093,2.166971997,0,2.53860246,0,0,0,0,0,0,0,0,Conservative,43.76602984,11.17508506
Dulwich & West Norwood,London,England,E14000673,22.68213855,54.07110315,3.126825279,9.841906468,0,9.43109692,0,0,0,0,0,0.243370585,0,0.603559051,Labour,54.07110315,31.3889646
Dumfries & Galloway,Scotland,Scotland,S14000013,29.90353698,24.70230734,2.298505353,1.683686089,41.41196424,0,0,0,0,0,0,0,0,0,SNP,41.41196424,11.50842726
"Dumfriesshire, Clydesdale & Tweeddale",Scotland,Scotland,S14000014,39.81854452,14.79073158,2.823493306,2.670042583,38.28787356,1.609314459,0,0,0,0,0,0,0,0,Conservative,39.81854452,1.530670963
Dunbartonshire East,Scotland,Scotland,S14000018,8.614750961,12.30886989,1.033332726,36.31426437,40.26352718,1.465254871,0,0,0,0,0,0,0,0,SNP,40.26352718,3.949262816
Dunbartonshire West,Scotland,Scotland,S14000059,7.03349563,31.3388475,0,1.595588667,59.04851293,0,0,0,0,0,0,0.983555269,0,0,SNP,59.04851293,27.70966543
Dundee East,Scotland,Scotland,S14000015,14.95486147,19.92943862,0,2.878489156,59.69700114,1.85742451,0,0,0,0,0,0,0,0.682785099,SNP,59.69700114,39.76756252
Dundee West,Scotland,Scotland,S14000016,8.614751532,23.68833028,0,2.363912868,61.91349465,2.739634119,0,0,0,0,0,0,0,0.679876549,SNP,61.91349465,38.22516438
Dunfermline & Fife West,Scotland,Scotland,S14000017,11.85006262,31.74807658,0,3.993558776,50.27017356,2.138128467,0,0,0,0,0,0,0,0,SNP,50.27017356,18.52209698
"Durham, City Of",North East,England,E14000641,22.24046947,47.28809477,11.45634895,11.28336508,0,5.883640982,0,0,0,0,0,1.421095273,0,0.426985482,Labour,47.28809477,25.0476253
Durham North,North East,England,E14000840,20.93110148,54.91705276,15.95177602,5.096398147,0,3.103671599,0,0,0,0,0,0,0,0,Labour,54.91705276,33.98595128
Durham North West,North East,England,E14000856,23.39670232,46.88215237,16.96716334,9.094306133,0,3.659675837,0,0,0,0,0,0,0,0,Labour,46.88215237,23.48545004
Dwyfor Meirionnydd,Wales,Wales,W07000061,22.6541694,13.5025767,10.81174558,3.987825546,0,3.392937433,0,40.85013662,0,0,0,4.800608723,0,0,PC,40.85013662,18.19596721
Ealing Central & Acton,London,England,E14000674,42.69265532,43.2310292,3.784336071,6.102880497,0,3.617322278,0,0,0,0,0,0.24560852,0,0.326168114,Labour,43.2310292,0.538373875
Ealing North,London,England,E14000675,29.7237683,55.13296228,8.084930942,3.246753247,0,3.370439085,0,0,0,0,0,0,0,0.441146155,Labour,55.13296228,25.40919398
Ealing Southall,London,England,E14000676,21.66847487,64.97310773,4.083469911,3.577941414,0,4.632857044,0,0,0,0,0,0,0,1.064149027,Labour,64.97310773,43.30463286
Easington,North East,England,E14000677,12.93322551,61.03280961,18.74711183,2.408733826,0,2.117028651,0,0,0,0,0,0,0,2.761090573,Labour,61.03280961,42.28569778
East Ham,London,England,E14000679,12.0692293,77.57314974,5.014343087,1.637024288,0,2.484222605,0,0,0,0,0,0,0,1.222030981,Labour,77.57314974,65.50392044
"East Kilbride, Strathaven & Lesmahagow",Scotland,Scotland,S14000019,11.77588001,28.3304977,2.01688168,1.721204513,55.63025488,0,0,0,0,0,0,0.525281224,0,0,SNP,55.63025488,27.29975718
East Lothian,Scotland,Scotland,S14000020,19.50554106,31.01128546,1.99613651,2.570576473,42.53905853,2.109668892,0,0,0,0,0,0.26773308,0,0,SNP,42.53905853,11.52777307
Eastbourne,South East,England,E14000684,39.56754305,7.830721833,11.60337952,38.18209311,0,2.553537339,0,0,0,0,0,0.262725159,0,0,Conservative,39.56754305,1.38544994
Eastleigh,South East,England,E14000685,42.27366904,12.93757319,15.82379966,25.79407261,0,2.725880551,0,0,0,0,0,0,0,0.445004955,Conservative,42.27366904,16.47959643
Eddisbury,North West,England,E14000686,51.03691502,23.63786113,12.20223011,9.057695557,0,3.429633384,0,0,0,0,0,0,0,0.635664808,Conservative,51.03691502,27.39905389
Edinburgh East,Scotland,Scotland,S14000022,9.917390473,29.90507337,1.907027119,2.813820638,49.24292298,5.965299752,0,0,0,0,0,0,0,0.248465671,SNP,49.24292298,19.3378496
Edinburgh North & Leith,Scotland,Scotland,S14000023,16.16673562,31.28016825,1.460143428,4.540753,40.9288374,5.413046476,0,0,0,0,0,0,0,0.210315819,SNP,40.9288374,9.648669149
Edinburgh South,Scotland,Scotland,S14000024,17.50192753,39.14499046,1.219413221,3.698819137,33.7945867,4.240555127,0,0,0,0,0,0,0,0.399707828,Labour,39.14499046,5.350403766
Edinburgh South West,Scotland,Scotland,S14000025,20.2395256,27.19468238,2.077438859,3.720786016,42.95957521,3.807991938,0,0,0,0,0,0,0,0,SNP,42.95957521,15.76489283
Edinburgh West,Scotland,Scotland,S14000026,12.27168325,11.71205658,1.850231507,33.11823253,38.9697036,2.07809253,0,0,0,0,0,0,0,0,SNP,38.9697036,5.851471071
Edmonton,London,England,E14000687,24.11582563,61.41564662,8.142629058,2.1699163,0,3.285112971,0,0,0,0,0,0,0,0.870869418,Labour,61.41564662,37.29982099
Ellesmere Port & Neston,North West,England,E14000688,34.32918869,47.7582554,11.9716652,3.344961157,0,2.118689409,0,0,0,0,0,0,0,0.47724014,Labour,47.7582554,13.42906671
Elmet & Rothwell,Yorkshire and The Humber,England,E14000689,48.40735678,33.71801305,11.1251449,4.567711127,0,2.181774141,0,0,0,0,0,0,0,0,Conservative,48.40735678,14.68934374
Eltham,London,England,E14000690,36.37880298,42.61881039,15.01726255,3.030794541,0,2.954329541,0,0,0,0,0,0,0,0,Labour,42.61881039,6.240007415
Enfield North,London,England,E14000691,41.36809936,43.72195851,8.958103041,2.295337798,0,2.824197499,0,0,0,0,0,0,0,0.832303791,Labour,43.72195851,2.353859159
Enfield Southgate,London,England,E14000692,49.38444076,39.00942984,4.603597311,3.313542303,0,3.688989784,0,0,0,0,0,0,0,0,Conservative,49.38444076,10.37501091
Epping Forest,East,England,E14000693,54.76817703,16.13439248,18.33711599,6.98711194,0,3.611088595,0,0,0,0,0,0,0,0.162113966,Conservative,54.76817703,36.43106104
Epsom & Ewell,South East,England,E14000694,58.29060427,15.51546121,12.45471886,8.753478116,0,3.702990743,0,0,0,0,0,1.070997323,0,0.211749471,Conservative,58.29060427,42.77514306
Erewash,East Midlands,England,E14000695,42.70518604,35.28827449,16.12516038,3.431149373,0,2.450229709,0,0,0,0,0,0,0,0,Conservative,42.70518604,7.416911552
Erith & Thamesmead,London,England,E14000696,27.41628927,49.7665251,17.28887533,2.28077997,0,2.208039045,0,0,0,0,0,0,0,1.039491283,Labour,49.7665251,22.35023582
Esher & Walton,South East,England,E14000697,62.91245437,12.68779837,9.74269868,9.428531311,0,4.133319292,0,0,0,0,0,0.400168492,0,0.695029486,Conservative,62.91245437,50.224656
Exeter,South West,England,E14000698,33.09822652,46.3956459,9.395016476,4.29671591,0,6.462660595,0,0,0,0,0,0,0,0.351734607,Labour,46.3956459,13.29741938
Falkirk,Scotland,Scotland,S14000028,12.13954259,25.07457739,3.031156778,2.030162413,57.72456082,0,0,0,0,0,0,0,0,0,SNP,57.72456082,32.64998343
Fareham,South East,England,E14000699,56.10420475,14.25959781,15.40585009,8.800731261,0,3.89213894,0,0,0,0,0,1.288848263,0,0.248628885,Conservative,56.10420475,40.69835466
Faversham & Kent Mid,South East,England,E14000700,54.352335,16.16269677,17.99663777,6.634936576,0,3.86000917,0,0,0,0,0,0,0,0.993384713,Conservative,54.352335,36.35569723
Feltham & Heston,London,England,E14000701,29.11041393,52.31251898,12.56755389,3.19603279,0,2.813480417,0,0,0,0,0,0,0,0,Labour,52.31251898,23.20210505
Fermanagh & South Tyrone,Northern Ireland,Northern Ireland,N06000007,0,0,0,0,0,1.549229317,0,0,45.37197232,46.41396666,5.371185908,0,1.293645801,0,UUP,46.41396666,1.041994338
Fife North East,Scotland,Scotland,S14000049,16.28924287,7.679561673,0,31.32580695,40.92304973,3.064313015,0,0,0,0,0,0.718025761,0,0,SNP,40.92304973,9.597242781
Filton & Bradley Stoke,South West,England,E14000702,46.6792937,26.64304189,14.78788619,7.293130486,0,4.596647726,0,0,0,0,0,0,0,0,Conservative,46.6792937,20.03625181
Finchley & Golders Green,London,England,E14000703,50.8973778,39.74270573,3.412202762,3.274296184,0,2.673417522,0,0,0,0,0,0,0,0,Conservative,50.8973778,11.15467208
Folkestone & Hythe,South East,England,E14000704,47.85129976,14.43192147,22.77040538,8.874750045,0,5.373568442,0,0,0,0,0,0,0,0.698054899,Conservative,47.85129976,25.08089438
Forest Of Dean,South West,England,E14000705,46.8315832,24.64458805,17.75444265,5.31098546,0,5.458400646,0,0,0,0,0,0,0,0,Conservative,46.8315832,22.18699515
Foyle,Northern Ireland,Northern Ireland,N06000008,0.356737474,0,2.248527107,0,0,0,12.35879142,0,31.56315875,3.313334414,47.90281606,0,2.256634777,0,SDLP,47.90281606,16.33965732
Fylde,North West,England,E14000706,49.14479877,18.78458112,12.78554538,3.726151939,0,3.170558119,0,0,0,0,0,11.86032096,0,0.528043713,Conservative,49.14479877,30.36021765
Gainsborough,East Midlands,England,E14000707,52.67655955,21.31503624,15.68583667,6.678711354,0,2.618704452,0,0,0,0,0,0,0,1.025151743,Conservative,52.67655955,31.36152331
Garston & Halewood,North West,England,E14000708,13.66392422,69.0831513,9.150113305,4.652634588,0,3.450176592,0,0,0,0,0,0,0,0,Labour,69.0831513,55.41922708
Gateshead,North East,England,E14000709,14.49840576,56.78410498,17.82655669,6.811773696,0,4.079158871,0,0,0,0,0,0,0,0,Labour,56.78410498,38.95754829
Gedling,East Midlands,England,E14000710,36.08692029,42.30801283,14.43810159,3.970998792,0,3.195966499,0,0,0,0,0,0,0,0,Labour,42.30801283,6.221092546
Gillingham & Rainham,South East,England,E14000711,47.98419644,25.61706105,19.53991249,3.625897447,0,2.406644292,0,0,0,0,0,0.152937678,0,0.67335061,Conservative,47.98419644,22.36713539
Glasgow Central,Scotland,Scotland,S14000029,5.999796531,33.05356325,1.999084389,1.55653899,52.540821,3.965105041,0,0,0,0,0,0,0,0.885090798,SNP,52.540821,19.48725774
Glasgow East,Scotland,Scotland,S14000030,5.997595304,32.36673975,2.605087583,0.749699413,56.85456303,0.898224768,0,0,0,0,0,0,0,0.528090153,SNP,56.85456303,24.48782328
Glasgow North,Scotland,Scotland,S14000031,7.857104166,27.93727317,1.316288392,2.740913277,53.11196577,6.186013759,0,0,0,0,0,0,0,0.850441471,SNP,53.11196577,25.1746926
Glasgow North East,Scotland,Scotland,S14000032,4.672847822,33.68993845,0,0.792455821,58.05003038,1.624534432,0,0,0,0,0,0,0,1.170193095,SNP,58.05003038,24.36009192
Glasgow North West,Scotland,Scotland,S14000033,8.418844347,30.8842979,0,2.72267068,54.51726182,2.66110275,0,0,0,0,0,0,0,0.795822502,SNP,54.51726182,23.63296393
Glasgow South,Scotland,Scotland,S14000034,9.742096847,29.73471647,0,2.089056542,54.88744926,2.933699619,0,0,0,0,0,0,0,0.612981262,SNP,54.88744926,25.15273279
Glasgow South West,Scotland,Scotland,S14000035,4.975440483,32.83888468,2.370421055,0.992155617,57.15402849,1.238972655,0,0,0,0,0,0,0,0.430097016,SNP,57.15402849,24.31514381
Glenrothes,Scotland,Scotland,S14000036,7.741921929,30.59372243,0,1.874028321,59.79032732,0,0,0,0,0,0,0,0,0,SNP,59.79032732,29.1966049
Gloucester,South West,England,E14000712,45.33903947,31.54731336,14.2596291,5.378982406,0,2.824536377,0,0,0,0,0,0,0,0.650499287,Conservative,45.33903947,13.79172611
Gordon,Scotland,Scotland,S14000037,11.70371899,5.916335689,2.004779835,32.71951995,47.65564554,0,0,0,0,0,0,0,0,0,SNP,47.65564554,14.93612558
Gosport,South East,England,E14000713,55.31102486,14.53057799,19.43984055,6.919123046,0,3.581244099,0,0,0,0,0,0,0,0.218189447,Conservative,55.31102486,35.87118431
Gower,Wales,Wales,W07000046,37.09715141,37.03400533,11.16282333,3.629730109,0,2.715281351,0,7.135506806,0,0,0,0.392908929,0,0.832592731,Conservative,37.09715141,0.063146078
Grantham & Stamford,East Midlands,England,E14000714,52.83043438,16.87284904,17.50534834,6.070133011,0,3.482466747,0,0,0,0,0,1.891917031,0,1.346851456,Conservative,52.83043438,35.32508604
Gravesham,South East,England,E14000715,46.83779094,30.14419913,18.56040208,2.215839965,0,2.241767885,0,0,0,0,0,0,0,0,Conservative,46.83779094,16.69359181
Great Grimsby,Yorkshire and The Humber,England,E14000716,26.30814384,39.76757286,24.95330705,4.980581661,0,2.32130681,0,0,0,0,0,1.156206457,0,0.512881326,Labour,39.76757286,13.45942901
Great Yarmouth,East,England,E14000717,42.92653309,29.08767906,23.09474016,2.316220288,0,2.199284895,0,0,0,0,0,0,0,0.375542513,Conservative,42.92653309,13.83885403
Greenwich & Woolwich,London,England,E14000718,26.62471102,52.19624968,8.322630362,5.661871736,0,6.402517339,0,0,0,0,0,0,0,0.792019865,Labour,52.19624968,25.57153866
Guildford,South East,England,E14000719,57.05553292,12.10313785,8.843033379,15.47438225,0,4.738265476,0,0,0,0,0,0,0,1.785648131,Conservative,57.05553292,41.58115067
Hackney North & Stoke Newington,London,England,E14000720,14.73129272,62.85605468,2.174915309,4.995289354,0,14.59498467,0,0,0,0,0,0,0,0.647463267,Labour,62.85605468,48.12476196
Hackney South & Shoreditch,London,England,E14000721,13.49306431,64.38209332,3.820933165,4.594367381,0,11.59941152,0,0,0,0,0,0.163934426,0,1.946195881,Labour,64.38209332,50.889029
Halesowen & Rowley Regis,West Midlands,England,E14000722,43.20827057,36.17463143,16.61417682,2.065361267,0,1.937559907,0,0,0,0,0,0,0,0,Conservative,43.20827057,7.033639144
Halifax,Yorkshire and The Humber,England,E14000723,39.03275204,40.01097068,12.84711905,3.723173268,0,2.610106736,0,0,0,0,0,0,0,1.775878225,Labour,40.01097068,0.978218636
Haltemprice & Howden,Yorkshire and The Humber,England,E14000724,54.17478516,20.95904178,13.90774658,6.265766967,0,3.710236479,0,0,0,0,0,0,0,0.982423037,Conservative,54.17478516,33.21574338
Halton,North West,England,E14000725,17.78424361,62.8389934,14.06614397,2.436532439,0,2.258845479,0,0,0,0,0,0.615241099,0,0,Labour,62.8389934,45.05474979
Hammersmith,London,England,E14000726,36.41159299,50.00208507,4.389074229,4.637197665,0,4.389074229,0,0,0,0,0,0,0,0.170975813,Labour,50.00208507,13.59049208
Hampshire East,South East,England,E14000680,60.66719588,10.10668164,11.97893473,11.09798834,0,6.149199404,0,0,0,0,0,0,0,0,Conservative,60.66719588,48.68826115
Hampshire North East,South East,England,E14000844,65.87592593,9.796296296,8.762962963,10.47592593,0,4.377777778,0,0,0,0,0,0,0,0.711111111,Conservative,65.87592593,55.4
Hampshire North West,South East,England,E14000857,58.0704774,13.30192952,14.69154815,9.332367062,0,4.603677869,0,0,0,0,0,0,0,0,Conservative,58.0704774,43.37892925
Hampstead & Kilburn,London,England,E14000727,42.32265955,44.43147283,2.838929657,5.631532133,0,4.42331925,0,0,0,0,0,0.209398858,0,0.142687718,Labour,44.43147283,2.108813283
Harborough,East Midlands,England,E14000728,52.74342018,15.32846715,14.36793657,13.41121763,0,4.148958472,0,0,0,0,0,0,0,0,Conservative,52.74342018,37.41495302
Harlow,East,England,E14000729,48.86443244,29.99480238,16.28889743,2.042891686,0,2.155883483,0,0,0,0,0,0,0,0.653092585,Conservative,48.86443244,18.86963006
Harrogate & Knaresborough,Yorkshire and The Humber,England,E14000730,52.74467926,10.13376799,10.64336031,22.07359113,0,4.404601319,0,0,0,0,0,0,0,0,Conservative,52.74467926,30.67108813
Harrow East,London,England,E14000731,50.34285714,40.63469388,4.76122449,2.116326531,0,1.726530612,0,0,0,0,0,0,0,0.418367347,Conservative,50.34285714,9.708163265
Harrow West,London,England,E14000732,42.2226037,46.96049611,4.392421089,3.362444478,0,2.810977834,0,0,0,0,0,0.251056799,0,0,Labour,46.96049611,4.73789241
Hartlepool,North East,England,E14000733,20.90655862,35.64446695,27.98683211,1.927070144,0,3.395796404,0,0,0,0,0,7.480374778,0,2.658900988,Labour,35.64446695,7.657634844
Harwich & Essex North,East,England,E14000734,51.04476379,19.71423852,17.47604889,7.383548067,0,4.381400727,0,0,0,0,0,0,0,0,Conservative,51.04476379,31.33052527
Hastings & Rye,South East,England,E14000735,44.54611503,35.12871365,13.32495533,3.169242249,0,3.830973747,0,0,0,0,0,0,0,0,Conservative,44.54611503,9.417401378
Havant,South East,England,E14000736,51.66190774,15.94762202,20.60988668,6.533862764,0,5.2467208,0,0,0,0,0,0,0,0,Conservative,51.66190774,31.05202106
Hayes & Harlington,London,England,E14000737,24.73144531,59.57697088,11.9584517,1.970880682,0,1.76225142,0,0,0,0,0,0,0,0,Labour,59.57697088,34.84552557
Hazel Grove,North West,England,E14000738,41.37532104,17.54783776,12.22379046,26.21532196,0,2.637728777,0,0,0,0,0,0,0,0,Conservative,41.37532104,15.15999907
Hemel Hempstead,East,England,E14000739,52.87812544,23.82487458,14.60520218,4.839522092,0,3.34454899,0,0,0,0,0,0.507726714,0,0,Conservative,52.87812544,29.05325086
Hemsworth,Yorkshire and The Humber,England,E14000740,22.85997265,51.34179126,20.19761355,3.200018865,0,0,0,0,0,0,0,0,0,2.400603688,Labour,51.34179126,28.48181861
Hendon,London,England,E14000741,49.01873867,41.51521257,5.228692323,2.192222446,0,2.045133992,0,0,0,0,0,0,0,0,Conservative,49.01873867,7.503526093
Henley,South East,England,E14000742,58.46187269,12.52263017,10.87515389,11.23361576,0,6.906727497,0,0,0,0,0,0,0,0,Conservative,58.46187269,45.93924252
Hereford & Herefordshire South,West Midlands,England,E14000743,52.57210572,12.78540745,16.8313689,10.58467529,0,7.226442643,0,0,0,0,0,0,0,0,Conservative,52.57210572,35.74073682
Herefordshire North,West Midlands,England,E14000847,55.63167649,11.40703413,13.99329488,12.01091144,0,6.957083064,0,0,0,0,0,0,0,0,Conservative,55.63167649,41.63838161
Hertford & Stortford,East,England,E14000744,56.13838691,17.91851023,13.38735185,7.791815484,0,4.763935533,0,0,0,0,0,0,0,0,Conservative,56.13838691,38.21987668
Hertfordshire North East,East,England,E14000845,55.36557844,18.87467248,12.86744315,7.558284086,0,5.334021841,0,0,0,0,0,0,0,0,Conservative,55.36557844,36.49090596
Hertfordshire South West,East,England,E14000951,56.9402972,16.3182985,11.53020064,10.25372379,0,4.510451045,0,0,0,0,0,0,0,0.44702883,Conservative,56.9402972,40.62199871
Hertsmere,East,England,E14000745,59.28410293,22.42917889,12.74280809,5.543910084,0,0,0,0,0,0,0,0,0,0,Conservative,59.28410293,36.85492404
Hexham,North East,England,E14000746,52.67966317,24.92328988,9.925020187,6.831237744,0,5.640789018,0,0,0,0,0,0,0,0,Conservative,52.67966317,27.75637328
Heywood & Middleton,North West,England,E14000747,19.09431785,43.1126128,32.1953933,3.310808027,0,2.286868021,0,0,0,0,0,0,0,0,Labour,43.1126128,10.9172195
High Peak,East Midlands,England,E14000748,44.96249188,35.32654709,11.44145386,4.703774439,0,3.565732737,0,0,0,0,0,0,0,0,Conservative,44.96249188,9.635944791
Hitchin & Harpenden,East,England,E14000749,56.86320542,20.64650113,8.879458239,8.09751693,0,5.513318284,0,0,0,0,0,0,0,0,Conservative,56.86320542,36.21670429
